0.000000	0.000000
0.000294	0.062787
0.000588	0.125326
0.000882	0.187371
0.001176	0.248676
0.001471	0.309000
0.001765	0.368105
0.002059	0.425757
0.002353	0.481729
0.002647	0.535800
0.002941	0.587756
0.003235	0.637394
0.003529	0.684516
0.003824	0.728937
0.004118	0.770481
0.004412	0.808986
0.004706	0.844297
0.005000	0.876277
0.005294	0.904800
0.005588	0.929752
0.005882	0.951034
0.006176	0.968565
0.006471	0.982273
0.006765	0.992104
0.007059	0.998021
0.007353	1.000000
0.007647	0.998033
0.007941	0.992127
0.008235	0.982306
0.008529	0.968609
0.008824	0.951090
0.009118	0.929817
0.009412	0.904876
0.009706	0.876364
0.010000	0.844393
0.010294	0.809091
0.010588	0.770596
0.010882	0.729060
0.011176	0.684647
0.011471	0.637532
0.011765	0.587902
0.012059	0.535951
0.012353	0.481886
0.012647	0.425919
0.012941	0.368272
0.013235	0.309171
0.013529	0.248850
0.013824	0.187548
0.014118	0.125505
0.014412	0.062967
0.014706	0.000180
0.015000	-0.062607
0.015294	-0.125147
0.015588	-0.187193
0.015882	-0.248501
0.016176	-0.308828
0.016471	-0.367936
0.016765	-0.425593
0.017059	-0.481570
0.017353	-0.535647
0.017647	-0.587610
0.017941	-0.637254
0.018235	-0.684384
0.018529	-0.728813
0.018824	-0.770366
0.019118	-0.808879
0.019412	-0.844200
0.019706	-0.876190
0.020000	-0.904722
0.020294	-0.929684
0.020588	-0.950978
0.020882	-0.968519
0.021176	-0.982238
0.021471	-0.992082
0.021765	-0.998010
0.022059	-1.000000
0.022353	-0.998044
0.022647	-0.992150
0.022941	-0.982340
0.023235	-0.968654
0.023529	-0.951146
0.023824	-0.929885
0.024118	-0.904954
0.024412	-0.876452
0.024706	-0.844491
0.025000	-0.809198
0.025294	-0.770712
0.025588	-0.729185
0.025882	-0.684780
0.026176	-0.637673
0.026471	-0.588050
0.026765	-0.536106
0.027059	-0.482046
0.027353	-0.426085
0.027647	-0.368442
0.027941	-0.309345
0.028235	-0.249028
0.028529	-0.187727
0.028824	-0.125686
0.029118	-0.063149
0.029412	-0.000363
0.029706	0.062424
0.030000	0.124966
0.030294	0.187014
0.030588	0.248324
0.030882	0.308654
0.031176	0.367766
0.031471	0.425428
0.031765	0.481410
0.032059	0.535493
0.032353	0.587463
0.032647	0.637115
0.032941	0.684252
0.033235	0.728689
0.033529	0.770251
0.033824	0.808773
0.034118	0.844104
0.034412	0.876104
0.034706	0.904646
0.035000	0.929619
0.035294	0.950923
0.035588	0.968475
0.035882	0.982205
0.036176	0.992059
0.036471	0.997999
0.036765	1.000000
0.037059	0.998055
0.037353	0.992171
0.037647	0.982373
0.037941	0.968697
0.038235	0.951200
0.038529	0.929948
0.038824	0.905027
0.039118	0.876535
0.039412	0.844583
0.039706	0.809299
0.040000	0.770821
0.040294	0.729301
0.040588	0.684904
0.040882	0.637804
0.041176	0.588186
0.041471	0.536248
0.041765	0.482194
0.042059	0.426237
0.042353	0.368598
0.042647	0.309504
0.042941	0.249189
0.043235	0.187891
0.043529	0.125851
0.043824	0.063315
0.044118	0.000529
0.044412	-0.062260
0.044706	-0.124802
0.045000	-0.186852
0.045294	-0.248165
0.045588	-0.308499
0.045882	-0.367615
0.046177	-0.425280
0.046471	-0.481268
0.046765	-0.535356
0.047059	-0.587331
0.047353	-0.636989
0.047647	-0.684133
0.047941	-0.728578
0.048235	-0.770147
0.048529	-0.808677
0.048824	-0.844017
0.049118	-0.876025
0.049412	-0.904577
0.049706	-0.929559
0.050000	-0.950873
0.050294	-0.968435
0.050588	-0.982175
0.050882	-0.992039
0.051177	-0.997988
0.051471	-1.000000
0.051765	-0.998065
0.052059	-0.992192
0.052353	-0.982403
0.052647	-0.968738
0.052941	-0.951250
0.053235	-0.930008
0.053529	-0.905096
0.053824	-0.876613
0.054118	-0.844670
0.054412	-0.809395
0.054706	-0.770925
0.055000	-0.729413
0.055294	-0.685023
0.055588	-0.637929
0.055882	-0.588318
0.056177	-0.536386
0.056471	-0.482337
0.056765	-0.426384
0.057059	-0.368749
0.057353	-0.309659
0.057647	-0.249347
0.057941	-0.188051
0.058235	-0.126013
0.058530	-0.063477
